Species,Modern/Historic,Date Collected,latitude (deg),longitude (deg),site,Replicate,Seed Length (mm),Seed Width (mm),Seed Depth (mm),Length transformed,Width transformed,Depth transformed,Sum,Variance,Mass (g),Number of seeds weighed per replicate,Plant label number,Count_of_leaves_scanned,Leaf_or_leaflet,Leaf area (cm2),Leaf area (m2),Leaf mass (g),LMA (g/m2),Volume of Stem (mL),Mass of dried stem (g),Stem Density (g/mL),Germination %,Viability %,n,Dormant,Notes,Plant ID,HHMMSS,Photo (Asat; umol CO2 m-2 s-1),Conductance (gs; mmol H2O m-2 s-1),Ci,Area,Root (g),Totalshoot (g),Totalplant,Roottoshoot
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,25,NA,NA,NA,NA,NA,NA,NA,NA,0.0094,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,26,NA,NA,NA,NA,NA,NA,NA,NA,0.0078,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,27,NA,NA,NA,NA,NA,NA,NA,NA,0.0081,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,28,NA,NA,NA,NA,NA,NA,NA,NA,0.0101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,29,NA,NA,NA,NA,NA,NA,NA,NA,0.0101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,30,NA,NA,NA,NA,NA,NA,NA,NA,0.0115,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,31,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,32,NA,NA,NA,NA,NA,NA,NA,NA,0.0092,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,33,NA,NA,NA,NA,NA,NA,NA,NA,0.0123,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,34,NA,NA,NA,NA,NA,NA,NA,NA,0.0157,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,35,NA,NA,NA,NA,NA,NA,NA,NA,0.0083,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,36,NA,NA,NA,NA,NA,NA,NA,NA,0.0108,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,37,NA,NA,NA,NA,NA,NA,NA,NA,0.0083,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,38,NA,NA,NA,NA,NA,NA,NA,NA,0.0088,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,39,NA,NA,NA,NA,NA,NA,NA,NA,0.0099,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,40,NA,NA,NA,NA,NA,NA,NA,NA,0.0076,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,41,NA,NA,NA,NA,NA,NA,NA,NA,0.0074,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,42,NA,NA,NA,NA,NA,NA,NA,NA,0.0086,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,43,NA,NA,NA,NA,NA,NA,NA,NA,0.0102,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,44,NA,NA,NA,NA,NA,NA,NA,NA,0.0083,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,45,NA,NA,NA,NA,NA,NA,NA,NA,0.0093,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,46,NA,NA,NA,NA,NA,NA,NA,NA,0.0064,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,47,NA,NA,NA,NA,NA,NA,NA,NA,0.0054,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,48,NA,NA,NA,NA,NA,NA,NA,NA,0.0055,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,49,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Historic,1/21/1986,-33.5408,150.6825,site_at_33.5408_S_and_150.6825_E,50,NA,NA,NA,NA,NA,NA,NA,NA,0.0086,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0078,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,2,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,3,NA,NA,NA,NA,NA,NA,NA,NA,0.0056,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,4,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,5,NA,NA,NA,NA,NA,NA,NA,NA,0.0051,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,6,NA,NA,NA,NA,NA,NA,NA,NA,0.0075,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,7,NA,NA,NA,NA,NA,NA,NA,NA,0.0047,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,8,NA,NA,NA,NA,NA,NA,NA,NA,0.0094,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,9,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,10,NA,NA,NA,NA,NA,NA,NA,NA,0.0108,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,11,NA,NA,NA,NA,NA,NA,NA,NA,0.0094,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,12,NA,NA,NA,NA,NA,NA,NA,NA,0.0103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,13,NA,NA,NA,NA,NA,NA,NA,NA,0.0094,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,14,NA,NA,NA,NA,NA,NA,NA,NA,0.0091,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,15,NA,NA,NA,NA,NA,NA,NA,NA,0.0037,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0086,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,17,NA,NA,NA,NA,NA,NA,NA,NA,0.0093,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,18,NA,NA,NA,NA,NA,NA,NA,NA,0.0101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,19,NA,NA,NA,NA,NA,NA,NA,NA,0.0078,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,20,NA,NA,NA,NA,NA,NA,NA,NA,0.0062,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,21,NA,NA,NA,NA,NA,NA,NA,NA,0.0064,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,22,NA,NA,NA,NA,NA,NA,NA,NA,0.0137,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,23,NA,NA,NA,NA,NA,NA,NA,NA,0.0056,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,24,NA,NA,NA,NA,NA,NA,NA,NA,0.0078,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,25,NA,NA,NA,NA,NA,NA,NA,NA,0.0087,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,26,NA,NA,NA,NA,NA,NA,NA,NA,0.0087,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,27,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,28,NA,NA,NA,NA,NA,NA,NA,NA,0.0066,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,29,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,30,NA,NA,NA,NA,NA,NA,NA,NA,0.0051,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,31,NA,NA,NA,NA,NA,NA,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,32,NA,NA,NA,NA,NA,NA,NA,NA,0.0086,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,33,NA,NA,NA,NA,NA,NA,NA,NA,0.0109,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,34,NA,NA,NA,NA,NA,NA,NA,NA,0.0094,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,35,NA,NA,NA,NA,NA,NA,NA,NA,0.008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,36,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,37,NA,NA,NA,NA,NA,NA,NA,NA,0.0085,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,38,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,39,NA,NA,NA,NA,NA,NA,NA,NA,0.0087,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,40,NA,NA,NA,NA,NA,NA,NA,NA,0.0052,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,41,NA,NA,NA,NA,NA,NA,NA,NA,0.0088,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,42,NA,NA,NA,NA,NA,NA,NA,NA,0.0058,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,43,NA,NA,NA,NA,NA,NA,NA,NA,0.0103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,44,NA,NA,NA,NA,NA,NA,NA,NA,0.0088,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,45,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,46,NA,NA,NA,NA,NA,NA,NA,NA,0.0042,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,47,NA,NA,NA,NA,NA,NA,NA,NA,0.0082,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,48,NA,NA,NA,NA,NA,NA,NA,NA,0.0081,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,49,NA,NA,NA,NA,NA,NA,NA,NA,0.0103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corymbia gummifera,Modern,2/27/2018,-33.4564,150.7181,site_at_33.4564_S_and_150.7181_E,50,NA,NA,NA,NA,NA,NA,NA,NA,0.0081,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crowea exalata,Historic,12/2/1984,-30.0667,150.1,site_at_30.0667_S_and_150.1000_E,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0066,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crowea exalata,Historic,12/2/1984,-30.0667,150.1,site_at_30.0667_S_and_150.1000_E,2,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crowea exalata,Historic,12/2/1984,-30.0667,150.1,site_at_30.0667_S_and_150.1000_E,3,NA,NA,NA,NA,NA,NA,NA,NA,0.0063,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crowea exalata,Historic,12/2/1984,-30.0667,150.1,site_at_30.0667_S_and_150.1000_E,4,NA,NA,NA,NA,NA,NA,NA,NA,0.0048,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crowea exalata,Historic,12/2/1984,-30.0667,150.1,site_at_30.0667_S_and_150.1000_E,5,NA,NA,NA,NA,NA,NA,NA,NA,0.0077,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crowea exalata,Historic,12/2/1984,-30.0667,150.1,site_at_30.0667_S_and_150.1000_E,6,NA,NA,NA,NA,NA,NA,NA,NA,0.0064,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crowea exalata,Historic,12/2/1984,-30.0667,150.1,site_at_30.0667_S_and_150.1000_E,7,NA,NA,NA,NA,NA,NA,NA,NA,0.0066,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crowea exalata,Historic,12/2/1984,-30.0667,150.1,site_at_30.0667_S_and_150.1000_E,8,NA,NA,NA,NA,NA,NA,NA,NA,0.0056,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crowea exalata,Historic,12/2/1984,-30.0667,150.1,site_at_30.0667_S_and_150.1000_E,9,NA,NA,NA,NA,NA,NA,NA,NA,0.0058,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
